"from","to","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Seychelles","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.843782","0.000000"
"Seychelles","Romania","0","0.000000","0.000000","0.000000","0.000000","0.000000","-1.368667","1.464826","-1.389192","0.000000","-2.780268","-1.284862"
"Seychelles","Slovakia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.170403","0.000000"
"Seychelles","Turkey","0","0.000000","0.000000","0.000000","0.000000","0.000000","4.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Seychelles","United Republic of Tanzania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-0.500000","-2.500000","0.000000"
"Seychelles","Viet Nam","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.317000"
"Seychelles","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.000000","12.684908"
"Sierra Leone","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.171861","0.000000","0.000000","0.000000","0.000000"
"Sierra Leone","Croatia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.459516","0.000000","0.000000"
"Sierra Leone","Czech Republic","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.843715","0.000000"
"Sierra Leone","Luxembourg","0","0.000000","0.000000","12.416730","4.974382","5.017933","0.000000","0.000000","0.000000","0.000000","-2.780268","6.424308"
"Sierra Leone","Malawi","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.800000","0.000000","0.000000"
"Sierra Leone","Nigeria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","318.388000"
"Sierra Leone","Romania","0","0.000000","0.768594","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Singapore","Argentina","0","0.000000","0.000000","0.000000","7.666000","-22.246000","11.763000","21.315000","20.286000","53.639000","40.438000","-4.201000"
"Singapore","Australia",NA,"..","345.675169","1992.277992","-568.168801","36.145395","6746.885120","-1299.300441","4323.072244","2545.497909","1947.469888","3565.951992"
"Singapore","Austria","-2.68453973566232","8.470190","1.128625","21.108442","9.948764","46.415879","-2.737334","120.115721","72.237974","-892.662027","159.865435","-61.673352"
"Singapore","Bangladesh","1.67","14.320000","3.310000","2.350000","97.500000","35.890000","10.680000","32.280000","19.120000","317.190000","13.740000","37.880000"
"Singapore","Belgium","0","..","..","150.242437","..","..","0.000000","0.000000","1150.250819","-935.043607","-4506.815133","767.062318"
"Singapore","Brazil","15.909","20.551000","90.901000","1.390000","42.303000","78.672000","23.910000","91.244000","91.225000","39.409000","302.042000","1110.932000"
"Singapore","Brunei Darussalam","0","0.000000","0.000000","0.000000","0.000000","0.000000","20.171190","0.000000","0.000000","43.615375","33.341018","0.000000"
"Singapore","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","2.759863","11.496801","3.222617","0.000000","0.000000","-0.774305","16.552357"
"Singapore","Cambodia","21.62","-8.969000","7.044000","2.760000","32.644000","14.302000","9.675000","2.015000","20.736000","28.148000","40.319000","69.550000"
"Singapore","China","2143.55","2337.200000","2058.000000","2008.140000","2204.320000","2350.460000","3184.570000","4435.290000","3604.840000","5428.000000","6096.810000","6305.080000"
"Singapore","Costa Rica","0","0.000000","1.700000","1.200000","-4.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Singapore","Czech Republic","3.03665279358911","0.000000","0.000000","21.362034","-18.115488","23.535556","-20.508828","32.555984","0.000000","-2.840462","0.000000","0.000000"
"Singapore","Denmark","14.2980384052521","-16.466723","-9.563321","76.614155","-52.860557","19.338196","-335.801018","136.716796","0.000000","320.052346","111.758691","-34.527525"
"Singapore","Ecuador","0","0.000000","0.000000","0.000000","0.000000","16.818000","-5.407000","-2.559000","-4.897000","-1.104000","-1.802000","0.000000"
"Singapore","Egypt","0","0.000000","0.000000","19.000000","0.000000","2.800000","0.000000","0.500000","0.000000","3.300000","4.500000","44.400000"
"Singapore","El Salvador","0","0.000000","0.000000","0.000000","4.000000","0.800000","7.700000","0.000000","0.000000","-1.421000","3.923000","17.246000"
"Singapore","Estonia","4.32835714004362","4.504988","4.647696","0.000000","-7.736408","-2.231726","-0.492720","22.586150","-0.770002","14.764270","0.000000","0.000000"
"Singapore","Finland","-3.57938631421643","8.056091","-25.676216","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.489237","-5.627693"
"Singapore","France","73.3774194414368","47.056609","74.489241","295.518181","12.435955","210.753179","1071.666133","347.163731","-191.708470","-58.274672","1035.649992","-313.506213"
"Singapore","Germany","-170.915696503834","-115.759258","381.475203","124.167303","361.886286","115.412455","-95.806679","24.902040","-123.638071","911.203968","-300.268991","53.964183"
"Singapore","Hong Kong, China","1192.49879788428","923.204751","-1412.656115","500.770416","1028.630648","1042.762264","1832.999633","821.900568","903.021898","1570.309312","10611.510791","2204.625330"
"Singapore","Hungary","-1.74409577995742","4.140403","2.011618","-2.201400","-7.029973","2.432330","13.736644","-21.780348","218.816128","36.111694","85.761697","63.648456"
"Singapore","Iceland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","61.013367"
"Singapore","India","54","39.000000","15.000000","64.000000","166.000000","582.000000","2827.000000","3360.000000","2218.000000","1540.060000","3306.000000","1605.044819"
"Singapore","Indonesia","0","0.000000","0.000000","83.000000","740.700000","1076.080000","837.000000","2298.000000","1015.420000","5479.000000","8514.000000","7972.000000"
"Singapore","Israel","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2532.991000","-2.613000"
"Singapore","Italy","14.264749308731","-0.975013","3.908428","8.026174","-4.963190","7.644821","18.529012","-10.165892","14.961596","381.619639","56.495055","1086.735861"
"Singapore","Japan","19.7483728163648","124.413820","332.944000","390.967992","615.712414","1087.895786","1292.301145","2747.636877","758.295652","1508.826884","781.361159","958.760755"
"Singapore","Korea, Republic of","60.985","119.651000","64.878000","96.604000","319.305000","307.558000","503.000000","-31.265122","-352.869980","413.420511","0.000000","0.000000"
"Singapore","Lao People's Democratic Rep.","0","4.510000","0.000000","0.000000","0.000000","0.000000","10.150000","0.000000","15.970000","0.000000","2.040000","0.490000"
"Singapore","Latvia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.831917","1.186826","0.000000","2.194588","2.377143"
"Singapore","Lithuania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","13.872879","-5.863105"
"Singapore","Luxembourg","0","-47.056609","-199.766600","53.391940","60.936179","-439.069123","889.633444","-222.653532","276.449170","327.132820","6872.823571","5265.362447"
"Singapore","Malawi","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","28.400000","0.000000","0.000000"
"Singapore","Malaysia","50.27","-152.480000","162.460000","965.500000","575.370000","474.510000","0.000000","1250.278342","-252.620514","934.872978","1455.759150","2182.351722"
"Singapore","Mauritius","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.726615","4.185528","9.505692","9.249815","4.633178","0.000000"
"Singapore","Mexico","272.676","58.716000","6.645000","29.899000","13.999000","63.552000","139.042000","108.574000","257.330000","33.723000","151.515000","49.792000"
"Singapore","Morocco","0","0.000000","0.000000","0.000000","0.000000","0.000000","1.916427","4.309494","2.010649","2.090967","0.815835","0.000000"
"Singapore","Myanmar","0","0.000000","11.520000","5.900000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Singapore","Netherlands","245.187962523825","355.747965","24.829747","-59.600305","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Singapore","New Zealand","158.486600105097","93.423797","45.874223","18.559270","106.317813","13.618147","13.963606","271.309384","-669.308069","-147.712616","365.773694","1221.057702"
"Singapore","Nigeria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","634.738000","-36.114000"
"Singapore","Pakistan","0","3.640000","4.388000","4.082000","10.386000","18.818000","28.022000","228.318000","102.088000","114.927000","10.131000","-45.804000"
"Singapore","Panama","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","17.468000","2.259000"
"Singapore","Peru","0","0.000000","0.000000","20.000000","0.000000","103.500000","0.000000","0.000000","242.000000","0.000000","0.000000","0.000000"
"Singapore","Philippines","60.35","20.480000","183.780000","115.460000","12.730000","-24.980000","-2.390000","130.570000","16.420000","41.740000","24.340000","-48.460000"
"Singapore","Poland","5.64842583751362","6.898026","31.612463","9.158636","2.611551","115.412455","-60.405715","-10.376716","34.645881","44.572679","56.668410","-49.991709"
"Singapore","Portugal","21.2320247693533","9.223095","-37.103542","-47.012224","0.000000","0.000000","0.000000","0.000000","0.000000","3.417015","0.000000","0.000000"
"Singapore","Romania","0","0.000000","0.000000","4.969175","-1.243595","0.000000","0.000000","0.000000","34.729795","0.000000","0.000000","0.000000"
"Singapore","Saudi Arabia","3","0.000000","0.000000","0.000000","0.000000","2.000000","6.000000","159.000000","794.000000","518.000000","0.000000","0.000000"
"Singapore","Spain","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","79.100597","0.000000","0.000000","0.000000","74.521967"
"Singapore","Sweden","118.949763290122","-1.689771","4.667685","..","..","..","116.203614","65.391209","-7.185954","..","..","251.364572"
"Singapore","Thailand","1693.11485666829","1430.498300","1003.308216","343.617238","1418.371163","2881.375851","2579.591925","732.212960","714.703463","907.866956","647.959609","-700.233567"
"Singapore","Tunisia","0","0.000000","5.122394","1.445238","1.541509","1.502607","1.560842","2.515948","0.000000","1.047925","0.000000","0.000000"
"Singapore","Turkey","0","0.000000","0.000000","0.000000","0.000000","9.000000","57.000000","1.000000","5.000000","23.000000","11.000000","64.000000"
"Singapore","Uganda","2.468","2.947000","0.000000","0.497000","0.639000","1.085000","0.745000","1.014000","0.000000","-1.768000","9.491000","9.633000"
"Singapore","United Kingdom","112.285946107204","235.303639","-124.087305","25.632575","83.636668","..","13504.157896","492.677851","211.864737","1.545168","-748.228365","235.369570"
"Singapore","United Republic of Tanzania","0","0.000000","0.000000","0.000000","74.210000","0.000000","1.310000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Singapore","United States","-1451","-484.000000","1096.000000","348.000000","798.000000","2217.000000","5892.000000","10471.000000","1328.000000","924.000000","2546.000000","2655.000000"
"Singapore","Viet Nam","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1129.809000","992.022000"
"Singapore","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","2.660000","0.000000","-0.500000","0.000000","0.000000","61.973914"
"South Africa","Argentina","0","0.000000","0.000000","0.000000","0.000000","0.806000","2.545000","16.000000","3.974000","-8.065000","12.688000","-19.141000"
"South Africa","Australia",NA,"..","-42.804055","247.104247","..","..","..","-44.456374","21.057722","170.617157","-187.732796",".."
"South Africa","Austria","-0.868896027776038","41.904852","-5.171359","-15.222911","383.027409","67.616645","-107.892007","0.000000","0.000000","0.000000","0.000000","0.000000"
"South Africa","Belgium","0","..","..","..","..","..","0.000000","0.000000","50.010905","-58.274672","63.946174","-46.255014"
"South Africa","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.501793","2.189867","1.171861","0.000000","0.000000","1.283650","1.061167"
"South Africa","Chile","0","0.000000","0.000000","0.000000","0.000000","-23.000000","9.000000","6.000000","96.763000","11.735000","-1.633000","-1.048000"
"South Africa","Cyprus","0","0.966100","0.000000","0.000000","0.839942","0.000000","2.983694","3.105431","0.000000","7.496242","-1.390134",".."
"South Africa","Czech Republic","0","0.000000","0.000000","0.000000","0.930819","-1.402928","0.000000","-0.990528","1.021350","-1.989706","3.929046","0.000000"
"South Africa","Denmark","0","0.000000","0.000000","-0.667661","-1.500773","2.017899","2.755479","3.923007","0.000000","0.000000","0.000000","0.000000"
"South Africa","Estonia",NA,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-0.856923","0.000000","0.000000","0.000000","0.000000"
"South Africa","Finland","0","0.000000","0.000000","0.000000","0.000000","0.000000","-21.943835","-27.028967","9.534023","2.170732","-5.281120","11.720507"
"South Africa","France","37.5835562992725","-2.823397","3.385875","17.383422","3.730786","28.853114","41.060005","10.253781","41.675754","-23.839639","157.085167","80.946269"
"South Africa","Germany","1654.57132374654","-294.574373","171.550979","187.492628","-33.577078","145.520052","56.115340","29.296517","29.173028","120.522618","-129.282482","19.272923"
"South Africa","Hungary","0","0.580619","0.000000","0.000000","0.000000","0.000000","0.000000","12.412793","38.277713","19.380126","-34.489264","-1.279862"
"South Africa","India","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.600000","9.033241"
"South Africa","Indonesia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","13.000000","17.000000"
"South Africa","Italy","1.65367647716799","0.000000","1.518000","0.000000","-4.857484","-2.593017","0.687071","9.697147","-5.334497","41.666391","72.398190","67.686504"
"South Africa","Kenya","0","0.000000","0.000000","0.000000","0.000000","0.000000","85.397459","2.880060","0.000000","0.000000","0.000000","0.000000"
"South Africa","Korea, Republic of","0","0.000000","0.000000","0.000000","0.000000","3.000000","0.000000","-2.892839","0.000000","0.000000","0.000000","0.000000"
"South Africa","Latvia","0","0.000000","0.000000","0.000000","0.000000","0.000000","2.919469","0.000000","0.000000","0.000000","0.000000","0.000000"
"South Africa","Luxembourg","0","9.411322","14.672123","36.008518","7.461573","32.616563","895.108111","473.138756","1450.316250","210.583475","-3297.398364","-5527.474194"
"South Africa","Madagascar","0","0.000000","0.000000","1.070171","0.000000","0.840218","2.241339","0.819495","0.000000","0.000000","0.000000","0.000000"
"South Africa","Malawi","0","-12.000000","2.200000","2.800000","0.000000","0.000000","0.000000","0.000000","0.000000","20.000000","0.000000","0.000000"
"South Africa","Mauritius","20.5978173179582","11.114078","36.628855","0.690947","0.915372","1.207704","15.888988","49.723402","15.948160","47.701758","75.576012","93.078203"
"South Africa","Mexico","0","0.575000","0.589000","0.000000","0.499000","0.000000","0.631000","6.441000","0.000000","2.363000","0.000000","19.884000"
"South Africa","Mozambique","0","0.000000","0.000000","4.117000","12.168000","36.609000","176.191000","160.424000","41.403000","129.262000","97.016000","-47.657000"
"South Africa","Namibia","292.153259660037","145.113702","118.972868","180.689785","308.208569","309.294032","586.371740","672.539891","0.000000","0.000000","0.000000","0.000000"
"South Africa","Nigeria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","305.009000","972.466000"
"South Africa","Pakistan","0","0.000000","0.000000","0.582000","0.000000","0.000000","0.000000","5.202000","0.000000","1.681000","2.087000","0.000000"
"South Africa","Panama","0","0.000000","0.000000","0.000000","0.000000","14.139000","13.451000","19.313000","25.771000","879.123000","349.824000","653.399000"
"South Africa","Poland","0","0.000000","0.677410","-3.094134","-3.108989","0.000000","8.237143","-6.392057","0.000000","10.911020","-122.787181","-148.009851"
"South Africa","Portugal","1.60356506876896","0.000000","-1.622963","2.453546","-0.808337","2.020972","6.194586","3.514117","2.361626","0.609235","-1.545829","5.567305"
"South Africa","Romania","0","0.000000","0.000000","0.000000","54.718201","0.000000","54.746673","0.000000","0.000000","0.000000","0.000000","0.000000"
"South Africa","Rwanda","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","46.400000","0.000000"
"South Africa","Saudi Arabia","0","0.000000","0.000000","0.000000","0.000000","0.000000","21.000000","13.000000","-28.000000","1.000000","0.000000","0.000000"
"South Africa","Slovakia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.464826","0.000000","0.000000","0.000000","0.000000"
"South Africa","Sweden","1.74613470679924","..","0.886635","-4.567438","0.000000","-3.235957","-3.563400","..","..","3.468599","..",".."
"South Africa","Turkey","0","0.000000","0.000000","0.000000","0.000000","1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"South Africa","Uganda","17.755","21.201000","4.019000","5.872000","7.549000","12.806000","66.855000","51.142000","89.534000","17.286000","14.400000","24.945000"
"South Africa","United Kingdom","73.41773095004","94.421206","34.287282","-64.081438","45.454711","185.837012","876.399638","..","48.292697","54.080865","129.778367","-233.789908"
"South Africa","United Republic of Tanzania","167.41","63.920000","91.460000","153.940000","178.550000","100.880000","39.410000","526.500000","357.000000","347.300000","443.500000","0.000000"
"South Africa","United States","-104","-71.000000","-44.000000","-100.000000","-226.000000","131.000000","-325.000000","438.000000","-217.000000","127.000000","255.000000","543.000000"
"South Africa","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","105.910000","0.000000","73.400000","-51.300000","-94.400000","425.965135"
"Sri Lanka","Australia","0","-1.629939","3.891278","..","0.000000","..","0.000000","0.000000","..","..","..",".."
"Sri Lanka","Bangladesh","0","0.000000","2.230000","3.440000","4.060000","2.630000","3.550000","7.190000","7.370000","8.850000","31.580000","11.040000"
"Sri Lanka","Germany","-1.78969315710821","0.000000","0.000000","0.000000","0.000000","0.000000","1.368667","-5.859303","0.000000","0.000000","0.000000","0.000000"
"Sri Lanka","India","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.780000","6.030000","5.910000"
"Sri Lanka","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-10.429560","-30.062111","-36.580601","154.443912","-62.893971"
"Sri Lanka","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.390134","0.000000"
"Sri Lanka","Madagascar","0","0.000000","0.000000","0.000000","0.000000","1.307006","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Sri Lanka","Sweden","-4.56893630616414","..","-0.579499","0.000000","0.000000","..","0.000000","0.000000","0.000000","-0.554976","0.000000","-0.590404"
"Sri Lanka","United States","6","..","1.000000","3.000000","-5.000000","1.000000","0.000000","6.000000","-4.000000","0.000000","4.000000","0.000000"
"Sudan","Bangladesh","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.650000"
"Sudan","Egypt","0","0.000000","0.000000","0.000000","0.000000","0.000000","2.000000","2.400000","1.700000","1.100000","0.000000","1.100000"
"Sudan","Korea, Republic of","0","0.000000","0.000000","0.000000","1.139000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Sudan","Nigeria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","59.391000","1.021000"
"Sudan","Saudi Arabia","1","9.000000","3.000000","0.000000","2.000000","1.000000","10.000000","28.000000","0.000000","7.000000","0.000000","0.000000"
"Sudan","Slovenia","0","0.000000","0.000000","0.000000","-2.487191","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Sudan","Turkey","0","0.000000","0.000000","0.000000","0.000000","1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Suriname","Czech Republic","0","1.166822","0.779893","0.000000","-0.851511","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Suriname","Luxembourg","0","0.000000","1.128625","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Suriname","Netherlands","-25.055704199515","13.175851","6.771749","1.241673","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Suriname","United States","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.000000","0.000000","0.000000","0.000000"
"Swaziland","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","154.421943","-3.528547","0.000000","0.000000","0.000000"
"Swaziland","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.390134","0.000000"
"Swaziland","Mozambique","0","0.000000","0.000000","0.000000","1.250000","2.109000","1.043000","0.000000","0.000000","0.998000","0.000000","0.000000"
"Swaziland","New Zealand","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-10.543111","2.499750","0.000000","0.000000",".."
"Swaziland","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","6.732332","0.000000","0.000000"
"Swaziland","Romania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.324424","0.000000","0.000000"
"Swaziland","Turkey","0","0.000000","0.000000","0.000000","0.000000","7.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Swaziland","United Republic of Tanzania","2.76","0.000000","0.000000","0.000000","3.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.800000","0.000000"
"Swaziland","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-35.400000","0.000000","0.000000"
"Syrian Arab Republic","Argentina","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.444000","0.596000","0.529000"
"Syrian Arab Republic","Bulgaria","0","0.000000","3.738006","1.229256","0.000000","1.756276","5.200934","2.490204","1.389192","1.589309","-1.613668","0.000000"
"Syrian Arab Republic","Cyprus","0","1.555536","3.586770","0.597013","0.000000","0.000000","-3.216367","0.000000","0.000000","..","0.000000",".."
"Syrian Arab Republic","France","-25.055704199515","57.409063","-20.315247","6.208365","17.410337","-13.799315","0.000000","0.000000","0.000000","0.000000","..","0.000000"
"Syrian Arab Republic","Germany","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.389192","0.000000","0.000000","0.000000"
"Syrian Arab Republic","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.362288","0.000000","0.000000","0.000000","0.000000"
"Syrian Arab Republic","Morocco","0","0.000000","0.000000","0.000000","2.763674","1.591709","1.281687","0.000000","0.000000","12.153743","8.516824","0.000000"
"Syrian Arab Republic","Nigeria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.289000"
"Syrian Arab Republic","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.227075","0.000000","0.000000"
"Syrian Arab Republic","Romania","0","0.000000","25.483221","13.921638","-2.487191","6.272416","9.580668","2.929652","-5.556767","-1.324424","0.000000","0.000000"
"Syrian Arab Republic","Saudi Arabia","34","62.000000","43.000000","32.000000","62.000000","17.000000","95.000000","379.000000","-96.000000","97.000000","0.000000","0.000000"
"Tajikistan","Latvia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.508082","0.000000","0.000000"
"Togo","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.390134","0.000000"
"Togo","Benin","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.734159"
"Togo","France","3.57938631421643","0.000000","3.385875","-1.241673","0.000000","2.508966","0.000000","0.000000","0.000000","..","..",".."
"Togo","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.764492","-1.920415","0.000000","0.000000"
"Togo","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-18.071745","0.000000"
"Togo","Malawi","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.500000","0.000000","0.000000"
"Togo","Nigeria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-50.695000","6.162000"
"Togo","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.700000","1.200000","0.000000","15.499436"
"Tokelau","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.389192","0.000000","0.000000","-19.272923"
"Tonga","Denmark","0","0.000000","0.000000","0.000000","1.000515","-1.008949","4.225068","0.000000","0.000000","0.000000","0.000000","0.000000"
"Trinidad and Tobago","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","54.178481","-46.354853","-23.632282","-1.284862"
"Trinidad and Tobago","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.694596","0.000000","-0.627229","0.000000"
"Trinidad and Tobago","Croatia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.620006","0.000000","0.000000","0.000000","0.000000","0.000000"
"Trinidad and Tobago","France","0","0.000000","11.286249","-12.416730","22.384719","237.097327","12.318002","7.324129","45.843330","-27.812912","-22.242147","12.848609"
"Trinidad and Tobago","Germany","0","0.000000","0.000000","1.241673","21.141123","-21.326215","187.507357","-152.341890","-48.621713","0.000000","0.000000","0.000000"
"Trinidad and Tobago","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.629875","0.000000","0.000000","0.000000","0.000000"
"Trinidad and Tobago","Luxembourg","0","0.000000","2.257250","0.000000","0.000000","56.451744","0.000000","0.000000","0.000000","-2.648849","-44.484295","-5.139446"
"Trinidad and Tobago","New Zealand","0","0.000000","0.000000","0.000000","2.112274","0.000000","0.000000","-0.702874","0.624938","0.000000","0.000000",".."
"Trinidad and Tobago","Oman","0","0.000000","0.000000","0.000000","0.000000","0.000000","31.989597","91.547464","-2.860858","0.000000","0.000000","0.000000"
"Trinidad and Tobago","United States","0","..","22.000000","76.000000","8.000000","11.000000","56.000000","-19.000000","-55.000000","107.000000","64.000000","0.000000"
"Turks and Caicos Islands","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.389192","-1.324424","1.390134","0.000000"
"Turks and Caicos Islands","Brazil","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-5.695000","0.000000","3.650000"
"Turks and Caicos Islands","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","1.254483","14.507868","6.445234","0.000000","0.000000","0.000000","0.000000"
"Turks and Caicos Islands","Czech Republic","0","0.000000","0.000000","0.603118","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Turks and Caicos Islands","Estonia","2.60596641875222","-2.400715","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Turks and Caicos Islands","France","0","0.000000","0.000000","0.000000","-3.730786","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Turks and Caicos Islands","Germany","-3.57938631421643","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Turks and Caicos Islands","Italy","0","0.000000","0.989804","7.924357","-0.955081","8.628336","2.259669","4.262643","-0.639028","-2.781291","0.000000","1.914444"
"Turks and Caicos Islands","Lithuania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Turks and Caicos Islands","Luxembourg","0","0.000000","0.000000","0.000000","1.243595","0.000000","0.000000","-1.464826","-1.389192","0.000000","0.000000","0.000000"
"Turks and Caicos Islands","Mexico","1.453","0.000000","0.000000","0.000000","0.000000","0.000000","2.204000","2.266000","0.000000","0.000000","0.000000","0.000000"
"Turks and Caicos Islands","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.459225","0.000000","0.000000"
