"from","to","n","from_iso","to_iso","nd","PERC","NDX"
"New Caledonia","Bosnia and Herzegovina",0,"NCL","BIH",NA,0,NA
"New Zealand","Bosnia and Herzegovina",0,"NZL","BIH",0.25937051,0,0
"Nicaragua","Bosnia and Herzegovina",0,"NIC","BIH",0.375611552,0,0
"Niger","Bosnia and Herzegovina",0,"NER","BIH",0.529114441,0,0
"Nigeria","Bosnia and Herzegovina",0,"NGA","BIH",0.502678199,0,0
"Northern Mariana Islands","Bosnia and Herzegovina",0,"MNP","BIH",NA,0,NA
"Norway","Bosnia and Herzegovina",0,"NOR","BIH",0.161815828,0,0
"Oman","Bosnia and Herzegovina",0,"OMN","BIH",0.320837551,0,0
"Pakistan","Bosnia and Herzegovina",0,"PAK","BIH",0.430075243,0,0
"Palau","Bosnia and Herzegovina",0,"PLW","BIH",NA,0,NA
"Panama","Bosnia and Herzegovina",0,"PAN","BIH",0.339105111,0,0
"Papua New Guinea","Bosnia and Herzegovina",0,"PNG","BIH",0.5018407,0,0
"Paraguay","Bosnia and Herzegovina",0,"PRY","BIH",0.344765468,0,0
"Peru","Bosnia and Herzegovina",0,"PER","BIH",0.369894385,0,0
"Philippines","Bosnia and Herzegovina",0,"PHL","BIH",0.381765514,0,0
"Poland","Bosnia and Herzegovina",6.72913981302265,"POL","BIH",0.149939918,2.13250542172918e-06,3.19747688068629e-07
"Portugal","Bosnia and Herzegovina",0,"PRT","BIH",0.254607569,0,0
"Puerto Rico","Bosnia and Herzegovina",0,"PRI","BIH",NA,0,NA
"Qatar","Bosnia and Herzegovina",0,"QAT","BIH",0.293961871,0,0
"Romania","Bosnia and Herzegovina",2.07247271807922,"ROU","BIH",0.25070976,7.4844103697719e-07,1.87641472754702e-07
"Russian Federation","Bosnia and Herzegovina",3.79953331647857,"RUS","BIH",0.289435913,3.4432651281091e-07,9.9660458605532e-08
"Rwanda","Bosnia and Herzegovina",0,"RWA","BIH",0.520745874,0,0
"Samoa","Bosnia and Herzegovina",0,"WSM","BIH",NA,0,NA
"San Marino","Bosnia and Herzegovina",0,"SMR","BIH",NA,0,NA
"São Tomé and Principe","Bosnia and Herzegovina",0,"STP","BIH",0.502075232,0,0
"Saudi Arabia","Bosnia and Herzegovina",0,"SAU","BIH",0.341458032,0,0
"Senegal","Bosnia and Herzegovina",0,"SEN","BIH",0.472086175,0,0
"Serbia","Bosnia and Herzegovina",0,"SRB","BIH",0.334148658,0,0
"Seychelles","Bosnia and Herzegovina",0,"SYC","BIH",0.372139737,0,0
"Sierra Leone","Bosnia and Herzegovina",0,"SLE","BIH",0.589453921,0,0
"Singapore","Bosnia and Herzegovina",0,"SGP","BIH",0.352335547,0,0
"Slovak Republic","Bosnia and Herzegovina",3.79953331647857,"SVK","BIH",0.187754477,7.31078388518126e-06,1.37263240482224e-06
"Slovenia","Bosnia and Herzegovina",28.0167608184783,"SVN","BIH",0.170795336,0.000212417684287672,3.62799497602548e-05
"Solomon Islands","Bosnia and Herzegovina",0,"SLB","BIH",0.54393412,0,0
"Somalia","Bosnia and Herzegovina",0,"SOM","BIH",0.619269074,0,0
"South Africa","Bosnia and Herzegovina",0,"ZAF","BIH",0.365560843,0,0
"Spain","Bosnia and Herzegovina",0,"ESP","BIH",0.213517562,0,0
"Sri Lanka","Bosnia and Herzegovina",0,"LKA","BIH",0.331939377,0,0
"St. Kitts and Nevis","Bosnia and Herzegovina",0,"KNA","BIH",0.397369798,0,0
"St. Lucia","Bosnia and Herzegovina",0,"LCA","BIH",0.303784368,0,0
"St. Vincent and the Grenadines","Bosnia and Herzegovina",0,"VCT","BIH",0.361696647,0,0
"Sudan","Bosnia and Herzegovina",0,"SDN","BIH",0.526867847,0,0
"Suriname","Bosnia and Herzegovina",0,"SUR","BIH",0.305608387,0,0
"Swaziland","Bosnia and Herzegovina",0,"SWZ","BIH",0.411058237,0,0
"Sweden","Bosnia and Herzegovina",0,"SWE","BIH",0.205265765,0,0
"Switzerland","Bosnia and Herzegovina",0,"CHE","BIH",0.155764363,0,0
"Syrian Arab Republic","Bosnia and Herzegovina",0,"SYR","BIH",0.349158994,0,0
"Tajikistan","Bosnia and Herzegovina",0,"TJK","BIH",0.398371714,0,0
"Tanzania","Bosnia and Herzegovina",0,"TZA","BIH",0.535534539,0,0
"Thailand","Bosnia and Herzegovina",0,"THA","BIH",0.308106181,0,0
"Timor-Leste","Bosnia and Herzegovina",0,"TLS","BIH",0.534921927,0,0
"Togo","Bosnia and Herzegovina",0,"TGO","BIH",0.575294446,0,0
"Tonga","Bosnia and Herzegovina",0,"TON","BIH",0.416826951,0,0
"Trinidad and Tobago","Bosnia and Herzegovina",0,"TTO","BIH",0.302344053,0,0
"Tunisia","Bosnia and Herzegovina",0,"TUN","BIH",0.317379887,0,0
"Turkey","Bosnia and Herzegovina",3.41574207238983,"TUR","BIH",0.277430808,8.01481307036953e-07,2.22355606608158e-07
"Turkmenistan","Bosnia and Herzegovina",0,"TKM","BIH",0.293216469,0,0
"Turks and Caicos Islands","Bosnia and Herzegovina",0,"TCA","BIH",NA,NA,NA
"Tuvalu","Bosnia and Herzegovina",0,"TUV","BIH",NA,NA,NA
"Uganda","Bosnia and Herzegovina",0,"UGA","BIH",0.521598036,0,0
"Ukraine","Bosnia and Herzegovina",50.2638599341559,"UKR","BIH",0.262116511,7.70310254575166e-06,2.01911036316764e-06
"United Arab Emirates","Bosnia and Herzegovina",0,"ARE","BIH",0.297816031,0,0
"United Kingdom","Bosnia and Herzegovina",0,"GBR","BIH",0.164744418,0,0
"United States","Bosnia and Herzegovina",0,"USA","BIH",0.199021375,0,0
"Uruguay","Bosnia and Herzegovina",0,"URY","BIH",0.273960494,0,0
"Uzbekistan","Bosnia and Herzegovina",0,"UZB","BIH",0.304348356,0,0
"Vanuatu","Bosnia and Herzegovina",0,"VUT","BIH",0.447106462,0,0
"Venezuela, RB","Bosnia and Herzegovina",0,"VEN","BIH",0.284910779,0,0
"Vietnam","Bosnia and Herzegovina",0,"VNM","BIH",0.381388268,0,0
"Virgin Islands (U.S.)","Bosnia and Herzegovina",0,"VIR","BIH",NA,0,NA
"West Bank and Gaza","Bosnia and Herzegovina",0,"PSE","BIH",NA,0,NA
"Yemen, Rep.","Bosnia and Herzegovina",0,"YEM","BIH",0.527486219,0,0
"Zambia","Bosnia and Herzegovina",0,"ZMB","BIH",0.4972256,0,0
"Zimbabwe","Bosnia and Herzegovina",0,"ZWE","BIH",0.472287007,0,0
"Other South","Bosnia and Herzegovina",256.226332511989,NA,"BIH",NA,2.53130177991767e-05,NA
"Other North","Bosnia and Herzegovina",17574.2926974826,NA,"BIH",NA,0.00664515596802079,NA
"Afghanistan","Botswana",NA,"AFG","BWA",0.582658705,NA,NA
"Albania","Botswana",NA,"ALB","BWA",0.332708616,NA,NA
"Algeria","Botswana",NA,"DZA","BWA",0.332497303,NA,NA
"American Samoa","Botswana",NA,"ASM","BWA",NA,NA,NA
"Andorra","Botswana",NA,"AND","BWA",NA,NA,NA
"Angola","Botswana",NA,"AGO","BWA",0.515639404,NA,NA
"Antigua and Barbuda","Botswana",NA,"ATG","BWA",0.410103328,NA,NA
"Argentina","Botswana",NA,"ARG","BWA",0.262239067,NA,NA
"Armenia","Botswana",NA,"ARM","BWA",0.29721401,NA,NA
"Aruba","Botswana",NA,"ABW","BWA",NA,NA,NA
"Australia","Botswana",NA,"AUS","BWA",0.238866553,NA,NA
"Austria","Botswana",NA,"AUT","BWA",0.194990141,NA,NA
"Azerbaijan","Botswana",NA,"AZE","BWA",0.292860758,NA,NA
"Bahamas, The","Botswana",NA,"BHS","BWA",0.3484318,NA,NA
"Bahrain","Botswana",NA,"BHR","BWA",0.338698428,NA,NA
"Bangladesh","Botswana",NA,"BGD","BWA",0.495135268,NA,NA
"Barbados","Botswana",NA,"BRB","BWA",0.351954265,NA,NA
"Belarus","Botswana",NA,"BLR","BWA",0.230041615,NA,NA
"Belgium","Botswana",NA,"BEL","BWA",0.205225833,NA,NA
"Belize","Botswana",NA,"BLZ","BWA",0.293049515,NA,NA
"Benin","Botswana",NA,"BEN","BWA",0.517243631,NA,NA
"Bermuda","Botswana",NA,"BMU","BWA",NA,NA,NA
"Bhutan","Botswana",NA,"BTN","BWA",0.422441886,NA,NA
"Bolivia","Botswana",NA,"BOL","BWA",0.378167921,NA,NA
"Bosnia and Herzegovina","Botswana",NA,"BIH","BWA",0.2722268,NA,NA
"Botswana","Botswana",NA,"BWA","BWA",0.421447167,NA,NA
"Brazil","Botswana",NA,"BRA","BWA",0.295596157,NA,NA
"Brunei Darussalam","Botswana",NA,"BRN","BWA",0.302437937,NA,NA
"Bulgaria","Botswana",NA,"BGR","BWA",0.223077829,NA,NA
"Burkina Faso","Botswana",NA,"BFA","BWA",0.533261358,NA,NA
"Burundi","Botswana",NA,"BDI","BWA",0.589934385,NA,NA
"Cambodia","Botswana",NA,"KHM","BWA",0.49951571,NA,NA
"Cameroon","Botswana",NA,"CMR","BWA",0.474332679,NA,NA
"Canada","Botswana",NA,"CAN","BWA",0.233574656,NA,NA
"Cape Verde","Botswana",NA,"CPV","BWA",0.349308351,NA,NA
"Cayman Islands","Botswana",NA,"CYM","BWA",NA,NA,NA
"Central African Republic","Botswana",NA,"CAF","BWA",0.578744904,NA,NA
"Chad","Botswana",NA,"TCD","BWA",0.544175509,NA,NA
"Channel Islands","Botswana",NA,"","BWA",NA,NA,NA
"Chile","Botswana",NA,"CHL","BWA",0.282457473,NA,NA
"China","Botswana",NA,"CHN","BWA",0.303023198,NA,NA
"Colombia","Botswana",NA,"COL","BWA",0.29815216,NA,NA
"Comoros","Botswana",NA,"COM","BWA",0.460379667,NA,NA
"Congo, Dem. Rep.","Botswana",NA,"COD","BWA",0.571658773,NA,NA
"Congo, Rep.","Botswana",NA,"COG","BWA",0.488770024,NA,NA
"Costa Rica","Botswana",NA,"CRI","BWA",0.342986709,NA,NA
"Côte d'Ivoire","Botswana",NA,"CIV","BWA",0.502742155,NA,NA
"Croatia","Botswana",NA,"HRV","BWA",0.2074084,NA,NA
"Cuba","Botswana",NA,"CUB","BWA",0.386899275,NA,NA
"Cyprus","Botswana",NA,"CYP","BWA",0.226918286,NA,NA
"Czech Republic","Botswana",NA,"CZE","BWA",0.167790564,NA,NA
"Denmark","Botswana",NA,"DNK","BWA",0.144967624,NA,NA
"Djibouti","Botswana",NA,"DJI","BWA",0.452671246,NA,NA
"Dominica","Botswana",NA,"DMA","BWA",0.40126814,NA,NA
"Dominican Republic","Botswana",NA,"DOM","BWA",0.398649596,NA,NA
"Ecuador","Botswana",NA,"ECU","BWA",0.316319862,NA,NA
"Egypt, Arab Rep.","Botswana",NA,"EGY","BWA",0.283767746,NA,NA
"El Salvador","Botswana",NA,"SLV","BWA",0.383533774,NA,NA
"Equatorial Guinea","Botswana",NA,"GNQ","BWA",0.425928626,NA,NA
"Eritrea","Botswana",NA,"ERI","BWA",0.496463053,NA,NA
"Estonia","Botswana",NA,"EST","BWA",0.252987409,NA,NA
"Ethiopia","Botswana",NA,"ETH","BWA",0.547400573,NA,NA
"Faeroe Islands","Botswana",NA,"FRO","BWA",NA,NA,NA
"Fiji","Botswana",NA,"FJI","BWA",0.421671115,NA,NA
"Finland","Botswana",NA,"FIN","BWA",0.189396599,NA,NA
"France","Botswana",NA,"FRA","BWA",0.150847644,NA,NA
"French Polynesia","Botswana",NA,"PYF","BWA",NA,NA,NA
"Gabon","Botswana",NA,"GAB","BWA",0.354821068,NA,NA
"Gambia, The","Botswana",NA,"GMB","BWA",0.496256117,NA,NA
"Georgia","Botswana",NA,"GEO","BWA",0.304407025,NA,NA
"Germany","Botswana",NA,"DEU","BWA",0.15008984,NA,NA
"Ghana","Botswana",NA,"GHA","BWA",0.472997101,NA,NA
"Gibraltar","Botswana",NA,"GIB","BWA",NA,NA,NA
"Greece","Botswana",NA,"GRC","BWA",0.246449197,NA,NA
"Greenland","Botswana",NA,"GRL","BWA",NA,NA,NA
"Grenada","Botswana",NA,"GRD","BWA",0.355232752,NA,NA
"Guam","Botswana",NA,"GUM","BWA",NA,NA,NA
"Guatemala","Botswana",NA,"GTM","BWA",0.348952548,NA,NA
"Guinea","Botswana",NA,"GIN","BWA",0.545373092,NA,NA
"Guinea-Bissau","Botswana",NA,"GNB","BWA",0.535389329,NA,NA
"Guyana","Botswana",NA,"GUY","BWA",0.401113015,NA,NA
"Haiti","Botswana",NA,"HTI","BWA",0.536118523,NA,NA
"Honduras","Botswana",NA,"HND","BWA",0.402424291,NA,NA
"Hong Kong, China","Botswana",NA,"HKG","BWA",NA,NA,NA
"Hungary","Botswana",NA,"HUN","BWA",0.211185316,NA,NA
"Iceland","Botswana",NA,"ISL","BWA",0.235824899,NA,NA
"India","Botswana",NA,"IND","BWA",0.427243396,NA,NA
"Indonesia","Botswana",NA,"IDN","BWA",0.335011941,NA,NA
"Iran, Islamic Rep.","Botswana",NA,"IRN","BWA",0.287427476,NA,NA
"Iraq","Botswana",NA,"IRQ","BWA",0.450231358,NA,NA
"Ireland","Botswana",NA,"IRL","BWA",0.193795309,NA,NA
"Isle of Man","Botswana",NA,"IMN","BWA",NA,NA,NA
"Israel","Botswana",NA,"ISR","BWA",0.255671359,NA,NA
"Italy","Botswana",NA,"ITA","BWA",0.211710304,NA,NA
"Jamaica","Botswana",NA,"JAM","BWA",0.361660893,NA,NA
"Japan","Botswana",NA,"JPN","BWA",0.28963038,NA,NA
"Jordan","Botswana",NA,"JOR","BWA",0.304453064,NA,NA
"Kazakhstan","Botswana",NA,"KAZ","BWA",0.28386346,NA,NA
"Kenya","Botswana",NA,"KEN","BWA",0.530444735,NA,NA
"Kiribati","Botswana",NA,"KIR","BWA",NA,NA,NA
"Korea, Dem. Rep.","Botswana",NA,"PRK","BWA",0.418956817,NA,NA
"Korea, Rep.","Botswana",NA,"KOR","BWA",0.347391189,NA,NA
"Kosovo","Botswana",NA,"KOS","BWA",NA,NA,NA
"Kuwait","Botswana",NA,"KWT","BWA",0.321234027,NA,NA
"Kyrgyz Republic","Botswana",NA,"KGZ","BWA",0.354819055,NA,NA
"Lao PDR","Botswana",NA,"LAO","BWA",0.4813817,NA,NA
"Latvia","Botswana",NA,"LVA","BWA",0.262947089,NA,NA
"Lebanon","Botswana",NA,"LBN","BWA",0.350353473,NA,NA
"Lesotho","Botswana",NA,"LSO","BWA",0.478677282,NA,NA
"Liberia","Botswana",NA,"LBR","BWA",0.574009116,NA,NA
"Libya","Botswana",NA,"LBY","BWA",0.365473417,NA,NA
"Liechtenstein","Botswana",NA,"LIE","BWA",NA,NA,NA
"Lithuania","Botswana",NA,"LTU","BWA",0.257202643,NA,NA
"Luxembourg","Botswana",NA,"LUX","BWA",0.129131919,NA,NA
"Macao, China","Botswana",NA,"MAC","BWA",NA,NA,NA
"Macedonia, FYR","Botswana",NA,"MKD","BWA",0.302812714,NA,NA
"Madagascar","Botswana",NA,"MDG","BWA",0.538860332,NA,NA
"Malawi","Botswana",NA,"MWI","BWA",0.491810578,NA,NA
"Malaysia","Botswana",NA,"MYS","BWA",0.309853932,NA,NA
"Maldives","Botswana",NA,"MDV","BWA",0.397870661,NA,NA
"Mali","Botswana",NA,"MLI","BWA",0.544416313,NA,NA
"Malta","Botswana",NA,"MLT","BWA",0.255508018,NA,NA
"Marshall Islands","Botswana",NA,"MHL","BWA",NA,NA,NA
"Mauritania","Botswana",NA,"MRT","BWA",0.465284438,NA,NA
"Mauritius","Botswana",NA,"MUS","BWA",0.339225937,NA,NA
"Mayotte","Botswana",NA,"MYT","BWA",NA,NA,NA
"Mexico","Botswana",NA,"MEX","BWA",0.289546763,NA,NA
"Micronesia, Fed. Sts.","Botswana",NA,"FSM","BWA",0.482598445,NA,NA
"Moldova","Botswana",NA,"MDA","BWA",0.322664458,NA,NA
"Monaco","Botswana",NA,"MCO","BWA",0.188172353,NA,NA
"Mongolia","Botswana",NA,"MNG","BWA",0.399306925,NA,NA
"Montenegro","Botswana",NA,"MNE","BWA",NA,NA,NA
"Morocco","Botswana",NA,"MAR","BWA",0.364708027,NA,NA
"Mozambique","Botswana",NA,"MOZ","BWA",0.513186923,NA,NA
"Myanmar","Botswana",NA,"MMR","BWA",0.450518179,NA,NA
"Namibia","Botswana",NA,"NAM","BWA",0.427028075,NA,NA
"Nepal","Botswana",NA,"NPL","BWA",0.477594163,NA,NA
"Netherlands","Botswana",NA,"NLD","BWA",0.19057085,NA,NA
"Netherlands Antilles","Botswana",NA,"ANT","BWA",NA,NA,NA
"New Caledonia","Botswana",NA,"NCL","BWA",NA,NA,NA
"New Zealand","Botswana",NA,"NZL","BWA",0.25937051,NA,NA
"Nicaragua","Botswana",NA,"NIC","BWA",0.375611552,NA,NA
"Niger","Botswana",NA,"NER","BWA",0.529114441,NA,NA
"Nigeria","Botswana",NA,"NGA","BWA",0.502678199,NA,NA
"Northern Mariana Islands","Botswana",NA,"MNP","BWA",NA,NA,NA
"Norway","Botswana",NA,"NOR","BWA",0.161815828,NA,NA
"Oman","Botswana",NA,"OMN","BWA",0.320837551,NA,NA
"Pakistan","Botswana",NA,"PAK","BWA",0.430075243,NA,NA
"Palau","Botswana",NA,"PLW","BWA",NA,NA,NA
"Panama","Botswana",NA,"PAN","BWA",0.339105111,NA,NA
"Papua New Guinea","Botswana",NA,"PNG","BWA",0.5018407,NA,NA
"Paraguay","Botswana",NA,"PRY","BWA",0.344765468,NA,NA
"Peru","Botswana",NA,"PER","BWA",0.369894385,NA,NA
"Philippines","Botswana",NA,"PHL","BWA",0.381765514,NA,NA
"Poland","Botswana",NA,"POL","BWA",0.149939918,NA,NA
"Portugal","Botswana",NA,"PRT","BWA",0.254607569,NA,NA
"Puerto Rico","Botswana",NA,"PRI","BWA",NA,NA,NA
"Qatar","Botswana",NA,"QAT","BWA",0.293961871,NA,NA
"Romania","Botswana",NA,"ROU","BWA",0.25070976,NA,NA
"Russian Federation","Botswana",NA,"RUS","BWA",0.289435913,NA,NA
"Rwanda","Botswana",NA,"RWA","BWA",0.520745874,NA,NA
"Samoa","Botswana",NA,"WSM","BWA",NA,NA,NA
"San Marino","Botswana",NA,"SMR","BWA",NA,NA,NA
"São Tomé and Principe","Botswana",NA,"STP","BWA",0.502075232,NA,NA
"Saudi Arabia","Botswana",NA,"SAU","BWA",0.341458032,NA,NA
"Senegal","Botswana",NA,"SEN","BWA",0.472086175,NA,NA
"Serbia","Botswana",NA,"SRB","BWA",0.334148658,NA,NA
"Seychelles","Botswana",NA,"SYC","BWA",0.372139737,NA,NA
"Sierra Leone","Botswana",NA,"SLE","BWA",0.589453921,NA,NA
"Singapore","Botswana",NA,"SGP","BWA",0.352335547,NA,NA
"Slovak Republic","Botswana",NA,"SVK","BWA",0.187754477,NA,NA
"Slovenia","Botswana",NA,"SVN","BWA",0.170795336,NA,NA
"Solomon Islands","Botswana",NA,"SLB","BWA",0.54393412,NA,NA
"Somalia","Botswana",NA,"SOM","BWA",0.619269074,NA,NA
"South Africa","Botswana",NA,"ZAF","BWA",0.365560843,NA,NA
"Spain","Botswana",NA,"ESP","BWA",0.213517562,NA,NA
"Sri Lanka","Botswana",NA,"LKA","BWA",0.331939377,NA,NA
"St. Kitts and Nevis","Botswana",NA,"KNA","BWA",0.397369798,NA,NA
"St. Lucia","Botswana",NA,"LCA","BWA",0.303784368,NA,NA
"St. Vincent and the Grenadines","Botswana",NA,"VCT","BWA",0.361696647,NA,NA
"Sudan","Botswana",NA,"SDN","BWA",0.526867847,NA,NA
"Suriname","Botswana",NA,"SUR","BWA",0.305608387,NA,NA
"Swaziland","Botswana",NA,"SWZ","BWA",0.411058237,NA,NA
"Sweden","Botswana",NA,"SWE","BWA",0.205265765,NA,NA
"Switzerland","Botswana",NA,"CHE","BWA",0.155764363,NA,NA
"Syrian Arab Republic","Botswana",NA,"SYR","BWA",0.349158994,NA,NA
"Tajikistan","Botswana",NA,"TJK","BWA",0.398371714,NA,NA
"Tanzania","Botswana",NA,"TZA","BWA",0.535534539,NA,NA
"Thailand","Botswana",NA,"THA","BWA",0.308106181,NA,NA
"Timor-Leste","Botswana",NA,"TLS","BWA",0.534921927,NA,NA
"Togo","Botswana",NA,"TGO","BWA",0.575294446,NA,NA
"Tonga","Botswana",NA,"TON","BWA",0.416826951,NA,NA
"Trinidad and Tobago","Botswana",NA,"TTO","BWA",0.302344053,NA,NA
"Tunisia","Botswana",NA,"TUN","BWA",0.317379887,NA,NA
"Turkey","Botswana",NA,"TUR","BWA",0.277430808,NA,NA
"Turkmenistan","Botswana",NA,"TKM","BWA",0.293216469,NA,NA
"Turks and Caicos Islands","Botswana",NA,"TCA","BWA",NA,NA,NA
"Tuvalu","Botswana",NA,"TUV","BWA",NA,NA,NA
"Uganda","Botswana",NA,"UGA","BWA",0.521598036,NA,NA
"Ukraine","Botswana",NA,"UKR","BWA",0.262116511,NA,NA
"United Arab Emirates","Botswana",NA,"ARE","BWA",0.297816031,NA,NA
"United Kingdom","Botswana",NA,"GBR","BWA",0.164744418,NA,NA
"United States","Botswana",NA,"USA","BWA",0.199021375,NA,NA
"Uruguay","Botswana",NA,"URY","BWA",0.273960494,NA,NA
"Uzbekistan","Botswana",NA,"UZB","BWA",0.304348356,NA,NA
"Vanuatu","Botswana",NA,"VUT","BWA",0.447106462,NA,NA
"Venezuela, RB","Botswana",NA,"VEN","BWA",0.284910779,NA,NA
"Vietnam","Botswana",NA,"VNM","BWA",0.381388268,NA,NA
"Virgin Islands (U.S.)","Botswana",NA,"VIR","BWA",NA,NA,NA
"West Bank and Gaza","Botswana",NA,"PSE","BWA",NA,NA,NA
"Yemen, Rep.","Botswana",NA,"YEM","BWA",0.527486219,NA,NA
"Zambia","Botswana",NA,"ZMB","BWA",0.4972256,NA,NA
"Zimbabwe","Botswana",NA,"ZWE","BWA",0.472287007,NA,NA
"Other South","Botswana",NA,NA,"BWA",NA,NA,NA
"Other North","Botswana",NA,NA,"BWA",NA,NA,NA
"Afghanistan","Brazil",0,"AFG","BRA",0.582658705,0,0
"Albania","Brazil",0,"ALB","BRA",0.332708616,0,0
"Algeria","Brazil",0,"DZA","BRA",0.332497303,0,0
"American Samoa","Brazil",0,"ASM","BRA",NA,0,NA
"Andorra","Brazil",0,"AND","BRA",NA,0,NA
"Angola","Brazil",6378.89308908195,"AGO","BRA",0.515639404,0.0119546043167293,0.00616426504493411
"Antigua and Barbuda","Brazil",0,"ATG","BRA",0.410103328,0,0
"Argentina","Brazil",27699.8904787879,"ARG","BRA",0.262239067,0.0289387634628409,0.00758887433062909
"Armenia","Brazil",0,"ARM","BRA",0.29721401,0,0
"Aruba","Brazil",0,"ABW","BRA",NA,0,NA
"Australia","Brazil",448.736012260339,"AUS","BRA",0.238866553,0.00101378979952657,0.000242160474879474
"Austria","Brazil",3231.70419591975,"AUT","BRA",0.194990141,0.00540744910303037,0.00105439926305022
"Azerbaijan","Brazil",0,"AZE","BRA",0.292860758,0,0
"Bahamas, The","Brazil",0,"BHS","BRA",0.3484318,0,0
"Bahrain","Brazil",0,"BHR","BRA",0.338698428,0,0
"Bangladesh","Brazil",0,"BGD","BRA",0.495135268,0,0
"Barbados","Brazil",0,"BRB","BRA",0.351954265,0,0
"Belarus","Brazil",0,"BLR","BRA",0.230041615,0,0
"Belgium","Brazil",1415.63132118901,"BEL","BRA",0.205225833,0.00311455250749019,0.000639186632771912
"Belize","Brazil",0,"BLZ","BRA",0.293049515,0,0
"Benin","Brazil",0,"BEN","BRA",0.517243631,0,0
"Bermuda","Brazil",0,"BMU","BRA",NA,0,NA
"Bhutan","Brazil",0,"BTN","BRA",0.422441886,0,0
"Bolivia","Brazil",20513.071340726,"BOL","BRA",0.378167921,0.0299461604077751,0.0113246772233408
"Bosnia and Herzegovina","Brazil",675.116287503784,"BIH","BRA",0.2722268,0.00046220601617497,0.00012582486472406
"Botswana","Brazil",0,"BWA","BRA",0.421447167,0,0
"Brazil","Brazil",0,"BRA","BRA",0.295596157,0,0
"Brunei Darussalam","Brazil",0,"BRN","BRA",0.302437937,0,0
"Bulgaria","Brazil",283.729944971784,"BGR","BRA",0.223077829,0.000236207204787969,5.26925904382586e-05
"Burkina Faso","Brazil",0,"BFA","BRA",0.533261358,0,0
"Burundi","Brazil",0,"BDI","BRA",0.589934385,0,0
"Cambodia","Brazil",0,"KHM","BRA",0.49951571,0,0
"Cameroon","Brazil",0,"CMR","BRA",0.474332679,0,0
"Canada","Brazil",1260.68659946683,"CAN","BRA",0.233574656,0.00106351871354169,0.000248411017665062
"Cape Verde","Brazil",0,"CPV","BRA",0.349308351,0,0
"Cayman Islands","Brazil",0,"CYM","BRA",NA,0,NA
"Central African Republic","Brazil",0,"CAF","BRA",0.578744904,0,0
"Chad","Brazil",0,"TCD","BRA",0.544175509,0,0
"Channel Islands","Brazil",0,"","BRA",NA,NA,NA
"Chile","Brazil",17236.0910897576,"CHL","BRA",0.282457473,0.0271862176245042,0.00767895033064552
"China","Brazil",10364.1920679232,"CHN","BRA",0.303023198,0.00124200511338139,0.000376356361389182
"Colombia","Brazil",4184.51362105549,"COL","BRA",0.29815216,0.00197081783255152,0.000587603593741753
"Comoros","Brazil",0,"COM","BRA",0.460379667,0,0
"Congo, Dem. Rep.","Brazil",0,"COD","BRA",0.571658773,0,0
"Congo, Rep.","Brazil",0,"COG","BRA",0.488770024,0,0
"Costa Rica","Brazil",239.460024479733,"CRI","BRA",0.342986709,0.00191108902796106,0.000655478136306372
"Côte d'Ivoire","Brazil",0,"CIV","BRA",0.502742155,0,0
"Croatia","Brazil",738.502764571948,"HRV","BRA",0.2074084,0.000980058674639271,0.000203272401613052
"Cuba","Brazil",1351.23870956421,"CUB","BRA",0.386899275,0.00110825948408037,0.000428784790902571
"Cyprus","Brazil",0,"CYP","BRA",0.226918286,0,0
"Czech Republic","Brazil",766.674532157799,"CZE","BRA",0.167790564,0.00207356646526284,0.000347924886697938
"Denmark","Brazil",454.772819600164,"DNK","BRA",0.144967624,0.00175345911374645,0.000254194801500968
"Djibouti","Brazil",0,"DJI","BRA",0.452671246,0,0
"Dominica","Brazil",0,"DMA","BRA",0.40126814,0,0
"Dominican Republic","Brazil",102.625724777028,"DOM","BRA",0.398649596,9.90631281936748e-05,3.94914760329047e-05
"Ecuador","Brazil",1195.28785328539,"ECU","BRA",0.316319862,0.00104128080609881,0.000329377800888424
"Egypt, Arab Rep.","Brazil",3412.80841611451,"EGY","BRA",0.283767746,0.000912258337132652,0.000258869492097841
"El Salvador","Brazil",482.944587186015,"SLV","BRA",0.383533774,0.000380513960106142,0.000145939955179194
