"from","to","n","from_iso","to_iso","nd","PERC","NDX"
"Lesotho","Guinea-Bissau",0,"LSO","GNB",0.478677282,0,0
"Liberia","Guinea-Bissau",0,"LBR","GNB",0.574009116,0,0
"Libya","Guinea-Bissau",0,"LBY","GNB",0.365473417,0,0
"Liechtenstein","Guinea-Bissau",0,"LIE","GNB",NA,0,NA
"Lithuania","Guinea-Bissau",0,"LTU","GNB",0.257202643,0,0
"Luxembourg","Guinea-Bissau",0,"LUX","GNB",0.129131919,0,0
"Macao, China","Guinea-Bissau",0,"MAC","GNB",NA,0,NA
"Macedonia, FYR","Guinea-Bissau",0,"MKD","GNB",0.302812714,0,0
"Madagascar","Guinea-Bissau",0,"MDG","GNB",0.538860332,0,0
"Malawi","Guinea-Bissau",0,"MWI","GNB",0.491810578,0,0
"Malaysia","Guinea-Bissau",0,"MYS","GNB",0.309853932,0,0
"Maldives","Guinea-Bissau",0,"MDV","GNB",0.397870661,0,0
"Mali","Guinea-Bissau",0,"MLI","GNB",0.544416313,0,0
"Malta","Guinea-Bissau",0,"MLT","GNB",0.255508018,0,0
"Marshall Islands","Guinea-Bissau",0,"MHL","GNB",NA,0,NA
"Mauritania","Guinea-Bissau",569.039205590291,"MRT","GNB",0.465284438,0.00481830633693587,0.00224188295609305
"Mauritius","Guinea-Bissau",0,"MUS","GNB",0.339225937,0,0
"Mayotte","Guinea-Bissau",0,"MYT","GNB",NA,0,NA
"Mexico","Guinea-Bissau",0,"MEX","GNB",0.289546763,0,0
"Micronesia, Fed. Sts.","Guinea-Bissau",0,"FSM","GNB",0.482598445,0,0
"Moldova","Guinea-Bissau",0,"MDA","GNB",0.322664458,0,0
"Monaco","Guinea-Bissau",0,"MCO","GNB",0.188172353,0,0
"Mongolia","Guinea-Bissau",0,"MNG","GNB",0.399306925,0,0
"Montenegro","Guinea-Bissau",0,"MNE","GNB",NA,0,NA
"Morocco","Guinea-Bissau",0,"MAR","GNB",0.364708027,0,0
"Mozambique","Guinea-Bissau",0,"MOZ","GNB",0.513186923,0,0
"Myanmar","Guinea-Bissau",0,"MMR","GNB",0.450518179,0,0
"Namibia","Guinea-Bissau",0,"NAM","GNB",0.427028075,0,0
"Nepal","Guinea-Bissau",0,"NPL","GNB",0.477594163,0,0
"Netherlands","Guinea-Bissau",0,"NLD","GNB",0.19057085,0,0
"Netherlands Antilles","Guinea-Bissau",0,"ANT","GNB",NA,0,NA
"New Caledonia","Guinea-Bissau",0,"NCL","GNB",NA,0,NA
"New Zealand","Guinea-Bissau",0,"NZL","GNB",0.25937051,0,0
"Nicaragua","Guinea-Bissau",0,"NIC","GNB",0.375611552,0,0
"Niger","Guinea-Bissau",0,"NER","GNB",0.529114441,0,0
"Nigeria","Guinea-Bissau",0,"NGA","GNB",0.502678199,0,0
"Northern Mariana Islands","Guinea-Bissau",0,"MNP","GNB",NA,0,NA
"Norway","Guinea-Bissau",0,"NOR","GNB",0.161815828,0,0
"Oman","Guinea-Bissau",0,"OMN","GNB",0.320837551,0,0
"Pakistan","Guinea-Bissau",0,"PAK","GNB",0.430075243,0,0
"Palau","Guinea-Bissau",0,"PLW","GNB",NA,0,NA
"Panama","Guinea-Bissau",0,"PAN","GNB",0.339105111,0,0
"Papua New Guinea","Guinea-Bissau",0,"PNG","GNB",0.5018407,0,0
"Paraguay","Guinea-Bissau",0,"PRY","GNB",0.344765468,0,0
"Peru","Guinea-Bissau",0,"PER","GNB",0.369894385,0,0
"Philippines","Guinea-Bissau",0,"PHL","GNB",0.381765514,0,0
"Poland","Guinea-Bissau",0,"POL","GNB",0.149939918,0,0
"Portugal","Guinea-Bissau",764.381022434719,"PRT","GNB",0.254607569,0.000342830106776401,8.728714006635e-05
"Puerto Rico","Guinea-Bissau",0,"PRI","GNB",NA,0,NA
"Qatar","Guinea-Bissau",0,"QAT","GNB",0.293961871,0,0
"Romania","Guinea-Bissau",0,"ROU","GNB",0.25070976,0,0
"Russian Federation","Guinea-Bissau",0,"RUS","GNB",0.289435913,0,0
"Rwanda","Guinea-Bissau",0,"RWA","GNB",0.520745874,0,0
"Samoa","Guinea-Bissau",0,"WSM","GNB",NA,0,NA
"San Marino","Guinea-Bissau",0,"SMR","GNB",NA,0,NA
"São Tomé and Principe","Guinea-Bissau",0,"STP","GNB",0.502075232,0,0
"Saudi Arabia","Guinea-Bissau",0,"SAU","GNB",0.341458032,0,0
"Senegal","Guinea-Bissau",9806.72541375506,"SEN","GNB",0.472086175,0.0154040441455792,0.00727203628021764
"Serbia","Guinea-Bissau",0,"SRB","GNB",0.334148658,0,0
"Seychelles","Guinea-Bissau",0,"SYC","GNB",0.372139737,0,0
"Sierra Leone","Guinea-Bissau",0,"SLE","GNB",0.589453921,0,0
"Singapore","Guinea-Bissau",0,"SGP","GNB",0.352335547,0,0
"Slovak Republic","Guinea-Bissau",0,"SVK","GNB",0.187754477,0,0
"Slovenia","Guinea-Bissau",0,"SVN","GNB",0.170795336,0,0
"Solomon Islands","Guinea-Bissau",0,"SLB","GNB",0.54393412,0,0
"Somalia","Guinea-Bissau",0,"SOM","GNB",0.619269074,0,0
"South Africa","Guinea-Bissau",0,"ZAF","GNB",0.365560843,0,0
"Spain","Guinea-Bissau",0,"ESP","GNB",0.213517562,0,0
"Sri Lanka","Guinea-Bissau",0,"LKA","GNB",0.331939377,0,0
"St. Kitts and Nevis","Guinea-Bissau",0,"KNA","GNB",0.397369798,0,0
"St. Lucia","Guinea-Bissau",0,"LCA","GNB",0.303784368,0,0
"St. Vincent and the Grenadines","Guinea-Bissau",0,"VCT","GNB",0.361696647,0,0
"Sudan","Guinea-Bissau",0,"SDN","GNB",0.526867847,0,0
"Suriname","Guinea-Bissau",0,"SUR","GNB",0.305608387,0,0
"Swaziland","Guinea-Bissau",0,"SWZ","GNB",0.411058237,0,0
"Sweden","Guinea-Bissau",0,"SWE","GNB",0.205265765,0,0
"Switzerland","Guinea-Bissau",0,"CHE","GNB",0.155764363,0,0
"Syrian Arab Republic","Guinea-Bissau",0,"SYR","GNB",0.349158994,0,0
"Tajikistan","Guinea-Bissau",0,"TJK","GNB",0.398371714,0,0
"Tanzania","Guinea-Bissau",0,"TZA","GNB",0.535534539,0,0
"Thailand","Guinea-Bissau",0,"THA","GNB",0.308106181,0,0
"Timor-Leste","Guinea-Bissau",0,"TLS","GNB",0.534921927,0,0
"Togo","Guinea-Bissau",0,"TGO","GNB",0.575294446,0,0
"Tonga","Guinea-Bissau",0,"TON","GNB",0.416826951,0,0
"Trinidad and Tobago","Guinea-Bissau",0,"TTO","GNB",0.302344053,0,0
"Tunisia","Guinea-Bissau",0,"TUN","GNB",0.317379887,0,0
"Turkey","Guinea-Bissau",0,"TUR","GNB",0.277430808,0,0
"Turkmenistan","Guinea-Bissau",0,"TKM","GNB",0.293216469,0,0
"Turks and Caicos Islands","Guinea-Bissau",0,"TCA","GNB",NA,NA,NA
"Tuvalu","Guinea-Bissau",0,"TUV","GNB",NA,NA,NA
"Uganda","Guinea-Bissau",0,"UGA","GNB",0.521598036,0,0
"Ukraine","Guinea-Bissau",0,"UKR","GNB",0.262116511,0,0
"United Arab Emirates","Guinea-Bissau",0,"ARE","GNB",0.297816031,0,0
"United Kingdom","Guinea-Bissau",0,"GBR","GNB",0.164744418,0,0
"United States","Guinea-Bissau",0,"USA","GNB",0.199021375,0,0
"Uruguay","Guinea-Bissau",0,"URY","GNB",0.273960494,0,0
"Uzbekistan","Guinea-Bissau",0,"UZB","GNB",0.304348356,0,0
"Vanuatu","Guinea-Bissau",0,"VUT","GNB",0.447106462,0,0
"Venezuela, RB","Guinea-Bissau",0,"VEN","GNB",0.284910779,0,0
"Vietnam","Guinea-Bissau",0,"VNM","GNB",0.381388268,0,0
"Virgin Islands (U.S.)","Guinea-Bissau",0,"VIR","GNB",NA,0,NA
"West Bank and Gaza","Guinea-Bissau",0,"PSE","GNB",NA,0,NA
"Yemen, Rep.","Guinea-Bissau",0,"YEM","GNB",0.527486219,0,0
"Zambia","Guinea-Bissau",0,"ZMB","GNB",0.4972256,0,0
"Zimbabwe","Guinea-Bissau",0,"ZWE","GNB",0.472287007,0,0
"Other South","Guinea-Bissau",1736.83733296156,NA,"GNB",NA,0.000171584996329265,NA
"Other North","Guinea-Bissau",90.5995188221785,NA,"GNB",NA,3.42573065991583e-05,NA
"Afghanistan","Guyana",0,"AFG","GUY",0.582658705,0,0
"Albania","Guyana",0,"ALB","GUY",0.332708616,0,0
"Algeria","Guyana",0,"DZA","GUY",0.332497303,0,0
"American Samoa","Guyana",0,"ASM","GUY",NA,0,NA
"Andorra","Guyana",0,"AND","GUY",NA,0,NA
"Angola","Guyana",0,"AGO","GUY",0.515639404,0,0
"Antigua and Barbuda","Guyana",0,"ATG","GUY",0.410103328,0,0
"Argentina","Guyana",0,"ARG","GUY",0.262239067,0,0
"Armenia","Guyana",0,"ARM","GUY",0.29721401,0,0
"Aruba","Guyana",0,"ABW","GUY",NA,0,NA
"Australia","Guyana",0,"AUS","GUY",0.238866553,0,0
"Austria","Guyana",0,"AUT","GUY",0.194990141,0,0
"Azerbaijan","Guyana",0,"AZE","GUY",0.292860758,0,0
"Bahamas, The","Guyana",0,"BHS","GUY",0.3484318,0,0
"Bahrain","Guyana",0,"BHR","GUY",0.338698428,0,0
"Bangladesh","Guyana",0,"BGD","GUY",0.495135268,0,0
"Barbados","Guyana",294.546608824463,"BRB","GUY",0.351954265,0.00280056240719198,0.000985669883609885
"Belarus","Guyana",0,"BLR","GUY",0.230041615,0,0
"Belgium","Guyana",0,"BEL","GUY",0.205225833,0,0
"Belize","Guyana",0,"BLZ","GUY",0.293049515,0,0
"Benin","Guyana",0,"BEN","GUY",0.517243631,0,0
"Bermuda","Guyana",0,"BMU","GUY",NA,0,NA
"Bhutan","Guyana",0,"BTN","GUY",0.422441886,0,0
"Bolivia","Guyana",0,"BOL","GUY",0.378167921,0,0
"Bosnia and Herzegovina","Guyana",0,"BIH","GUY",0.2722268,0,0
"Botswana","Guyana",0,"BWA","GUY",0.421447167,0,0
"Brazil","Guyana",1466.59665643847,"BRA","GUY",0.295596157,0.00107263249629467,0.000317066043778021
"Brunei Darussalam","Guyana",0,"BRN","GUY",0.302437937,0,0
"Bulgaria","Guyana",0,"BGR","GUY",0.223077829,0,0
"Burkina Faso","Guyana",0,"BFA","GUY",0.533261358,0,0
"Burundi","Guyana",0,"BDI","GUY",0.589934385,0,0
"Cambodia","Guyana",0,"KHM","GUY",0.49951571,0,0
"Cameroon","Guyana",0,"CMR","GUY",0.474332679,0,0
"Canada","Guyana",276.137445772934,"CAN","GUY",0.233574656,0.00023295031549738,5.44112898073921e-05
"Cape Verde","Guyana",0,"CPV","GUY",0.349308351,0,0
"Cayman Islands","Guyana",0,"CYM","GUY",NA,0,NA
"Central African Republic","Guyana",0,"CAF","GUY",0.578744904,0,0
"Chad","Guyana",0,"TCD","GUY",0.544175509,0,0
"Channel Islands","Guyana",0,"","GUY",NA,NA,NA
"Chile","Guyana",0,"CHL","GUY",0.282457473,0,0
"China","Guyana",792.821288752513,"CHN","GUY",0.303023198,9.50086690959559e-05,2.87898307471803e-05
"Colombia","Guyana",0,"COL","GUY",0.29815216,0,0
"Comoros","Guyana",0,"COM","GUY",0.460379667,0,0
"Congo, Dem. Rep.","Guyana",0,"COD","GUY",0.571658773,0,0
"Congo, Rep.","Guyana",0,"COG","GUY",0.488770024,0,0
"Costa Rica","Guyana",0,"CRI","GUY",0.342986709,0,0
"Côte d'Ivoire","Guyana",0,"CIV","GUY",0.502742155,0,0
"Croatia","Guyana",0,"HRV","GUY",0.2074084,0,0
"Cuba","Guyana",0,"CUB","GUY",0.386899275,0,0
"Cyprus","Guyana",0,"CYP","GUY",0.226918286,0,0
"Czech Republic","Guyana",0,"CZE","GUY",0.167790564,0,0
"Denmark","Guyana",0,"DNK","GUY",0.144967624,0,0
"Djibouti","Guyana",0,"DJI","GUY",0.452671246,0,0
"Dominica","Guyana",0,"DMA","GUY",0.40126814,0,0
"Dominican Republic","Guyana",0,"DOM","GUY",0.398649596,0,0
"Ecuador","Guyana",0,"ECU","GUY",0.316319862,0,0
"Egypt, Arab Rep.","Guyana",0,"EGY","GUY",0.283767746,0,0
"El Salvador","Guyana",0,"SLV","GUY",0.383533774,0,0
"Equatorial Guinea","Guyana",0,"GNQ","GUY",0.425928626,0,0
"Eritrea","Guyana",0,"ERI","GUY",0.496463053,0,0
"Estonia","Guyana",0,"EST","GUY",0.252987409,0,0
"Ethiopia","Guyana",0,"ETH","GUY",0.547400573,0,0
"Faeroe Islands","Guyana",0,"FRO","GUY",NA,0,NA
"Fiji","Guyana",0,"FJI","GUY",0.421671115,0,0
"Finland","Guyana",0,"FIN","GUY",0.189396599,0,0
"France","Guyana",0,"FRA","GUY",0.150847644,0,0
"French Polynesia","Guyana",0,"PYF","GUY",NA,0,NA
"Gabon","Guyana",0,"GAB","GUY",0.354821068,0,0
"Gambia, The","Guyana",0,"GMB","GUY",0.496256117,0,0
"Georgia","Guyana",0,"GEO","GUY",0.304407025,0,0
"Germany","Guyana",0,"DEU","GUY",0.15008984,0,0
"Ghana","Guyana",0,"GHA","GUY",0.472997101,0,0
"Gibraltar","Guyana",0,"GIB","GUY",NA,NA,NA
"Greece","Guyana",0,"GRC","GUY",0.246449197,0,0
"Greenland","Guyana",0,"GRL","GUY",NA,0,NA
"Grenada","Guyana",0,"GRD","GUY",0.355232752,0,0
"Guam","Guyana",0,"GUM","GUY",NA,0,NA
"Guatemala","Guyana",0,"GTM","GUY",0.348952548,0,0
"Guinea","Guyana",0,"GIN","GUY",0.545373092,0,0
"Guinea-Bissau","Guyana",0,"GNB","GUY",0.535389329,0,0
"Guyana","Guyana",0,"GUY","GUY",0.401113015,0,0
"Haiti","Guyana",0,"HTI","GUY",0.536118523,0,0
"Honduras","Guyana",0,"HND","GUY",0.402424291,0,0
"Hong Kong, China","Guyana",0,"HKG","GUY",NA,0,NA
"Hungary","Guyana",0,"HUN","GUY",0.211185316,0,0
"Iceland","Guyana",0,"ISL","GUY",0.235824899,0,0
"India","Guyana",0,"IND","GUY",0.427243396,0,0
"Indonesia","Guyana",0,"IDN","GUY",0.335011941,0,0
"Iran, Islamic Rep.","Guyana",0,"IRN","GUY",0.287427476,0,0
"Iraq","Guyana",0,"IRQ","GUY",0.450231358,0,0
"Ireland","Guyana",0,"IRL","GUY",0.193795309,0,0
"Isle of Man","Guyana",0,"IMN","GUY",NA,NA,NA
"Israel","Guyana",0,"ISR","GUY",0.255671359,0,0
"Italy","Guyana",0,"ITA","GUY",0.211710304,0,0
"Jamaica","Guyana",0,"JAM","GUY",0.361660893,0,0
"Japan","Guyana",0,"JPN","GUY",0.28963038,0,0
"Jordan","Guyana",0,"JOR","GUY",0.304453064,0,0
"Kazakhstan","Guyana",0,"KAZ","GUY",0.28386346,0,0
"Kenya","Guyana",0,"KEN","GUY",0.530444735,0,0
"Kiribati","Guyana",0,"KIR","GUY",NA,0,NA
"Korea, Dem. Rep.","Guyana",0,"PRK","GUY",0.418956817,0,0
"Korea, Rep.","Guyana",0,"KOR","GUY",0.347391189,0,0
"Kosovo","Guyana",0,"KOS","GUY",NA,0,NA
"Kuwait","Guyana",0,"KWT","GUY",0.321234027,0,0
"Kyrgyz Republic","Guyana",0,"KGZ","GUY",0.354819055,0,0
"Lao PDR","Guyana",0,"LAO","GUY",0.4813817,0,0
"Latvia","Guyana",0,"LVA","GUY",0.262947089,0,0
"Lebanon","Guyana",0,"LBN","GUY",0.350353473,0,0
"Lesotho","Guyana",0,"LSO","GUY",0.478677282,0,0
"Liberia","Guyana",0,"LBR","GUY",0.574009116,0,0
"Libya","Guyana",0,"LBY","GUY",0.365473417,0,0
"Liechtenstein","Guyana",0,"LIE","GUY",NA,0,NA
"Lithuania","Guyana",0,"LTU","GUY",0.257202643,0,0
"Luxembourg","Guyana",0,"LUX","GUY",0.129131919,0,0
"Macao, China","Guyana",0,"MAC","GUY",NA,0,NA
"Macedonia, FYR","Guyana",0,"MKD","GUY",0.302812714,0,0
"Madagascar","Guyana",0,"MDG","GUY",0.538860332,0,0
"Malawi","Guyana",0,"MWI","GUY",0.491810578,0,0
"Malaysia","Guyana",0,"MYS","GUY",0.309853932,0,0
"Maldives","Guyana",0,"MDV","GUY",0.397870661,0,0
"Mali","Guyana",0,"MLI","GUY",0.544416313,0,0
"Malta","Guyana",0,"MLT","GUY",0.255508018,0,0
"Marshall Islands","Guyana",0,"MHL","GUY",NA,0,NA
"Mauritania","Guyana",0,"MRT","GUY",0.465284438,0,0
"Mauritius","Guyana",0,"MUS","GUY",0.339225937,0,0
"Mayotte","Guyana",0,"MYT","GUY",NA,0,NA
"Mexico","Guyana",0,"MEX","GUY",0.289546763,0,0
"Micronesia, Fed. Sts.","Guyana",0,"FSM","GUY",0.482598445,0,0
"Moldova","Guyana",0,"MDA","GUY",0.322664458,0,0
"Monaco","Guyana",0,"MCO","GUY",0.188172353,0,0
"Mongolia","Guyana",0,"MNG","GUY",0.399306925,0,0
"Montenegro","Guyana",0,"MNE","GUY",NA,0,NA
"Morocco","Guyana",0,"MAR","GUY",0.364708027,0,0
"Mozambique","Guyana",0,"MOZ","GUY",0.513186923,0,0
"Myanmar","Guyana",0,"MMR","GUY",0.450518179,0,0
"Namibia","Guyana",0,"NAM","GUY",0.427028075,0,0
"Nepal","Guyana",0,"NPL","GUY",0.477594163,0,0
"Netherlands","Guyana",0,"NLD","GUY",0.19057085,0,0
"Netherlands Antilles","Guyana",0,"ANT","GUY",NA,0,NA
"New Caledonia","Guyana",0,"NCL","GUY",NA,0,NA
"New Zealand","Guyana",0,"NZL","GUY",0.25937051,0,0
"Nicaragua","Guyana",0,"NIC","GUY",0.375611552,0,0
"Niger","Guyana",0,"NER","GUY",0.529114441,0,0
"Nigeria","Guyana",0,"NGA","GUY",0.502678199,0,0
"Northern Mariana Islands","Guyana",0,"MNP","GUY",NA,0,NA
"Norway","Guyana",0,"NOR","GUY",0.161815828,0,0
"Oman","Guyana",0,"OMN","GUY",0.320837551,0,0
"Pakistan","Guyana",0,"PAK","GUY",0.430075243,0,0
"Palau","Guyana",0,"PLW","GUY",NA,0,NA
"Panama","Guyana",0,"PAN","GUY",0.339105111,0,0
"Papua New Guinea","Guyana",0,"PNG","GUY",0.5018407,0,0
"Paraguay","Guyana",0,"PRY","GUY",0.344765468,0,0
"Peru","Guyana",0,"PER","GUY",0.369894385,0,0
"Philippines","Guyana",0,"PHL","GUY",0.381765514,0,0
"Poland","Guyana",0,"POL","GUY",0.149939918,0,0
"Portugal","Guyana",0,"PRT","GUY",0.254607569,0,0
"Puerto Rico","Guyana",0,"PRI","GUY",NA,0,NA
"Qatar","Guyana",0,"QAT","GUY",0.293961871,0,0
"Romania","Guyana",0,"ROU","GUY",0.25070976,0,0
"Russian Federation","Guyana",0,"RUS","GUY",0.289435913,0,0
"Rwanda","Guyana",0,"RWA","GUY",0.520745874,0,0
"Samoa","Guyana",0,"WSM","GUY",NA,0,NA
"San Marino","Guyana",0,"SMR","GUY",NA,0,NA
"São Tomé and Principe","Guyana",0,"STP","GUY",0.502075232,0,0
"Saudi Arabia","Guyana",0,"SAU","GUY",0.341458032,0,0
"Senegal","Guyana",0,"SEN","GUY",0.472086175,0,0
"Serbia","Guyana",0,"SRB","GUY",0.334148658,0,0
"Seychelles","Guyana",0,"SYC","GUY",0.372139737,0,0
"Sierra Leone","Guyana",0,"SLE","GUY",0.589453921,0,0
"Singapore","Guyana",0,"SGP","GUY",0.352335547,0,0
"Slovak Republic","Guyana",0,"SVK","GUY",0.187754477,0,0
"Slovenia","Guyana",0,"SVN","GUY",0.170795336,0,0
"Solomon Islands","Guyana",0,"SLB","GUY",0.54393412,0,0
"Somalia","Guyana",0,"SOM","GUY",0.619269074,0,0
"South Africa","Guyana",0,"ZAF","GUY",0.365560843,0,0
"Spain","Guyana",0,"ESP","GUY",0.213517562,0,0
"Sri Lanka","Guyana",0,"LKA","GUY",0.331939377,0,0
"St. Kitts and Nevis","Guyana",0,"KNA","GUY",0.397369798,0,0
"St. Lucia","Guyana",360.819595809967,"LCA","GUY",0.303784368,0.00891038747062307,0.00270683642639835
"St. Vincent and the Grenadines","Guyana",0,"VCT","GUY",0.361696647,0,0
"Sudan","Guyana",0,"SDN","GUY",0.526867847,0,0
"Suriname","Guyana",3161.4669347159,"SUR","GUY",0.305608387,0.015464744538968,0.00472615563392105
"Swaziland","Guyana",0,"SWZ","GUY",0.411058237,0,0
"Sweden","Guyana",0,"SWE","GUY",0.205265765,0,0
"Switzerland","Guyana",0,"CHE","GUY",0.155764363,0,0
"Syrian Arab Republic","Guyana",0,"SYR","GUY",0.349158994,0,0
"Tajikistan","Guyana",0,"TJK","GUY",0.398371714,0,0
"Tanzania","Guyana",0,"TZA","GUY",0.535534539,0,0
"Thailand","Guyana",0,"THA","GUY",0.308106181,0,0
"Timor-Leste","Guyana",0,"TLS","GUY",0.534921927,0,0
"Togo","Guyana",0,"TGO","GUY",0.575294446,0,0
"Tonga","Guyana",0,"TON","GUY",0.416826951,0,0
"Trinidad and Tobago","Guyana",587.865940112157,"TTO","GUY",0.302344053,0.00163994147285338,0.00049582655158528
"Tunisia","Guyana",0,"TUN","GUY",0.317379887,0,0
"Turkey","Guyana",0,"TUR","GUY",0.277430808,0,0
"Turkmenistan","Guyana",0,"TKM","GUY",0.293216469,0,0
"Turks and Caicos Islands","Guyana",0,"TCA","GUY",NA,NA,NA
"Tuvalu","Guyana",0,"TUV","GUY",NA,NA,NA
"Uganda","Guyana",0,"UGA","GUY",0.521598036,0,0
"Ukraine","Guyana",0,"UKR","GUY",0.262116511,0,0
"United Arab Emirates","Guyana",0,"ARE","GUY",0.297816031,0,0
"United Kingdom","Guyana",396.410644376256,"GBR","GUY",0.164744418,8.49541422772155e-05,1.39957207261491e-05
"United States","Guyana",862.776108348323,"USA","GUY",0.199021375,0.000356051904122777,7.08619395298831e-05
"Uruguay","Guyana",0,"URY","GUY",0.273960494,0,0
"Uzbekistan","Guyana",0,"UZB","GUY",0.304348356,0,0
"Vanuatu","Guyana",0,"VUT","GUY",0.447106462,0,0
"Venezuela, RB","Guyana",1443.27838323987,"VEN","GUY",0.284910779,0.00276691398466459,0.000788323618796782
"Vietnam","Guyana",0,"VNM","GUY",0.381388268,0,0
"Virgin Islands (U.S.)","Guyana",0,"VIR","GUY",NA,0,NA
"West Bank and Gaza","Guyana",0,"PSE","GUY",NA,0,NA
"Yemen, Rep.","Guyana",0,"YEM","GUY",0.527486219,0,0
"Zambia","Guyana",0,"ZMB","GUY",0.4972256,0,0
"Zimbabwe","Guyana",0,"ZWE","GUY",0.472287007,0,0
"Other South","Guyana",1465.77862761576,NA,"GUY",NA,0.000144806664196993,NA
"Other North","Guyana",490.501765993383,NA,"GUY",NA,0.000185467534524593,NA
"Afghanistan","Haiti",0,"AFG","HTI",0.582658705,0,0
"Albania","Haiti",0,"ALB","HTI",0.332708616,0,0
"Algeria","Haiti",0,"DZA","HTI",0.332497303,0,0
"American Samoa","Haiti",0,"ASM","HTI",NA,0,NA
"Andorra","Haiti",0,"AND","HTI",NA,0,NA
"Angola","Haiti",0,"AGO","HTI",0.515639404,0,0
"Antigua and Barbuda","Haiti",0,"ATG","HTI",0.410103328,0,0
"Argentina","Haiti",52.449,"ARG","HTI",0.262239067,5.47947727816778e-05,1.43693300907442e-05
"Armenia","Haiti",0,"ARM","HTI",0.29721401,0,0
"Aruba","Haiti",0,"ABW","HTI",NA,0,NA
"Australia","Haiti",0,"AUS","HTI",0.238866553,0,0
"Austria","Haiti",0,"AUT","HTI",0.194990141,0,0
"Azerbaijan","Haiti",0,"AZE","HTI",0.292860758,0,0
"Bahamas, The","Haiti",0,"BHS","HTI",0.3484318,0,0
"Bahrain","Haiti",0,"BHR","HTI",0.338698428,0,0
"Bangladesh","Haiti",0,"BGD","HTI",0.495135268,0,0
"Barbados","Haiti",17.483,"BRB","HTI",0.351954265,0.000166229150491143,5.85050584826846e-05
"Belarus","Haiti",0,"BLR","HTI",0.230041615,0,0
"Belgium","Haiti",0,"BEL","HTI",0.205225833,0,0
"Belize","Haiti",23.3106666666667,"BLZ","HTI",0.293049515,0.000463936795778459,0.000135956452993531
"Benin","Haiti",0,"BEN","HTI",0.517243631,0,0
"Bermuda","Haiti",0,"BMU","HTI",NA,0,NA
"Bhutan","Haiti",0,"BTN","HTI",0.422441886,0,0
"Bolivia","Haiti",23.3106666666667,"BOL","HTI",0.378167921,3.40302508394372e-05,1.28691492110585e-05
"Bosnia and Herzegovina","Haiti",0,"BIH","HTI",0.2722268,0,0
"Botswana","Haiti",0,"BWA","HTI",0.421447167,0,0
"Brazil","Haiti",64.1043333333333,"BRA","HTI",0.295596157,4.68843228196215e-05,1.38588256490275e-05
"Brunei Darussalam","Haiti",0,"BRN","HTI",0.302437937,0,0
"Bulgaria","Haiti",0,"BGR","HTI",0.223077829,0,0
"Burkina Faso","Haiti",0,"BFA","HTI",0.533261358,0,0
"Burundi","Haiti",0,"BDI","HTI",0.589934385,0,0
"Cambodia","Haiti",0,"KHM","HTI",0.49951571,0,0
"Cameroon","Haiti",0,"CMR","HTI",0.474332679,0,0
"Canada","Haiti",0,"CAN","HTI",0.233574656,0,0
"Cape Verde","Haiti",0,"CPV","HTI",0.349308351,0,0
"Cayman Islands","Haiti",0,"CYM","HTI",NA,0,NA
"Central African Republic","Haiti",0,"CAF","HTI",0.578744904,0,0
"Chad","Haiti",0,"TCD","HTI",0.544175509,0,0
"Channel Islands","Haiti",0,"","HTI",NA,NA,NA
"Chile","Haiti",69.932,"CHL","HTI",0.282457473,0.000110302652789216,3.11558085720383e-05
"China","Haiti",0,"CHN","HTI",0.303023198,0,0
"Colombia","Haiti",134.036333333333,"COL","HTI",0.29815216,6.31282915686914e-05,1.88218364883151e-05
"Comoros","Haiti",0,"COM","HTI",0.460379667,0,0
"Congo, Dem. Rep.","Haiti",0,"COD","HTI",0.571658773,0,0
"Congo, Rep.","Haiti",0,"COG","HTI",0.488770024,0,0
"Costa Rica","Haiti",5.82766666666667,"CRI","HTI",0.342986709,4.65095994601958e-05,1.59521744557607e-05
"Côte d'Ivoire","Haiti",0,"CIV","HTI",0.502742155,0,0
"Croatia","Haiti",0,"HRV","HTI",0.2074084,0,0
"Cuba","Haiti",6701.81666666667,"CUB","HTI",0.386899275,0.00549669856912008,0.0021266686912861
"Cyprus","Haiti",0,"CYP","HTI",0.226918286,0,0
"Czech Republic","Haiti",0,"CZE","HTI",0.167790564,0,0
"Denmark","Haiti",0,"DNK","HTI",0.144967624,0,0
"Djibouti","Haiti",0,"DJI","HTI",0.452671246,0,0
"Dominica","Haiti",0,"DMA","HTI",0.40126814,0,0
"Dominican Republic","Haiti",9668.099,"DOM","HTI",0.398649596,0.00933247616722824,0.00372038785374517
"Ecuador","Haiti",52.449,"ECU","HTI",0.316319862,4.56912005329619e-05,1.44530342472008e-05
"Egypt, Arab Rep.","Haiti",0,"EGY","HTI",0.283767746,0,0
"El Salvador","Haiti",17.483,"SLV","HTI",0.383533774,1.37749252006283e-05,5.28314904876469e-06
"Equatorial Guinea","Haiti",0,"GNQ","HTI",0.425928626,0,0
"Eritrea","Haiti",0,"ERI","HTI",0.496463053,0,0
"Estonia","Haiti",0,"EST","HTI",0.252987409,0,0
"Ethiopia","Haiti",0,"ETH","HTI",0.547400573,0,0
"Faeroe Islands","Haiti",0,"FRO","HTI",NA,0,NA
"Fiji","Haiti",0,"FJI","HTI",0.421671115,0,0
"Finland","Haiti",0,"FIN","HTI",0.189396599,0,0
"France","Haiti",0,"FRA","HTI",0.150847644,0,0
"French Polynesia","Haiti",0,"PYF","HTI",NA,0,NA
